carnegie_id,AffiliationId,year,student.grad_students
110398.0,2803209242.0,2008,1306.0
110398.0,2803209242.0,2009,1347.0
110398.0,2803209242.0,2010,1304.0
110398.0,2803209242.0,2011,1289.0
110398.0,2803209242.0,2012,1159.0
110398.0,2803209242.0,2013,1088.0
110398.0,2803209242.0,2014,1003.0
110398.0,2803209242.0,2015,950.0
110398.0,2803209242.0,2016,1007.0
110398.0,2803209242.0,2017,1028.0
110398.0,2803209242.0,2018,1002.0
110398.0,2803209242.0,2019,979.0
110398.0,2803209242.0,2020,1026.0
110398.0,2803209242.0,2021,1140.0
110404.0,122411786.0,2001,1116.0
110404.0,122411786.0,2002,1181.0
110404.0,122411786.0,2003,1281.0
110404.0,122411786.0,2004,1275.0
110404.0,122411786.0,2005,1256.0
110404.0,122411786.0,2006,1222.0
110404.0,122411786.0,2007,1220.0
110404.0,122411786.0,2008,1205.0
110404.0,122411786.0,2009,1179.0
110404.0,122411786.0,2010,1208.0
110404.0,122411786.0,2011,1253.0
110404.0,122411786.0,2012,1246.0
110404.0,122411786.0,2013,1204.0
110404.0,122411786.0,2014,1226.0
110404.0,122411786.0,2015,1254.0
110404.0,122411786.0,2016,1261.0
110404.0,122411786.0,2017,1277.0
110404.0,122411786.0,2018,1285.0
110404.0,122411786.0,2019,1299.0
110404.0,122411786.0,2020,1339.0
110404.0,122411786.0,2021,1410.0
110413.0,176611909.0,2001,509.0
110413.0,176611909.0,2002,1058.0
110413.0,176611909.0,2003,1000.0
110413.0,176611909.0,2004,1047.0
110413.0,176611909.0,2005,1117.0
110413.0,176611909.0,2006,1170.0
110413.0,176611909.0,2007,1282.0
110413.0,176611909.0,2008,1297.0
110413.0,176611909.0,2009,1362.0
110413.0,176611909.0,2010,1386.0
110413.0,176611909.0,2011,1390.0
110413.0,176611909.0,2012,1401.0
110413.0,176611909.0,2013,1394.0
110413.0,176611909.0,2014,1352.0
110413.0,176611909.0,2015,1316.0
110413.0,176611909.0,2016,1282.0
110413.0,176611909.0,2017,1273.0
110413.0,176611909.0,2018,1324.0
110413.0,176611909.0,2019,1225.0
110413.0,176611909.0,2020,1223.0
