Source,Target,Year
Emporia State University,Kansas State University,2009
Emporia State University,University Of Kansas,2009
Emporia State University,Wichita State University,2009
Kansas State University,University Of Kansas,2009
Kansas State University,Wichita State University,2009
University Of Kansas,Wichita State University,2009
Emporia State University,Kansas State University,2009
Emporia State University,University Of Kansas,2009
Emporia State University,Wichita State University,2009
Kansas State University,University Of Kansas,2009
Kansas State University,Wichita State University,2009
University Of Kansas,Wichita State University,2009
Emporia State University,Kansas State University,2009
Emporia State University,University Of Kansas,2009
Emporia State University,Wichita State University,2009
Kansas State University,University Of Kansas,2009
Kansas State University,Wichita State University,2009
University Of Kansas,Wichita State University,2009
Emporia State University,Kansas State University,2009
Emporia State University,University Of Kansas,2009
Emporia State University,Wichita State University,2009
Kansas State University,University Of Kansas,2009
Kansas State University,Wichita State University,2009
University Of Kansas,Wichita State University,2009
Emporia State University,Kansas State University,2009
Emporia State University,University Of Kansas,2009
Emporia State University,Wichita State University,2009
Kansas State University,University Of Kansas,2009
Kansas State University,Wichita State University,2009
University Of Kansas,Wichita State University,2009
Emporia State University,Kansas State University,2009
Emporia State University,University Of Kansas,2009
Emporia State University,Wichita State University,2009
Kansas State University,University Of Kansas,2009
Kansas State University,Wichita State University,2009
University Of Kansas,Wichita State University,2009
Fairfield University,Loyola Marymount University,2009
Fairfield University,University Of Scranton,2009
Fairfield University,Wheeling Jesuit University,2009
University Of Scranton,Wheeling Jesuit University,2009
Fairfield University,Fordham University,2009
Fairfield University,Fordham University,2009
Fairfield University,Loyola University Chicago,2009
Fairfield University,Loyola University New Orleans,2009
Fordham University,Loyola University Chicago,2009
Fordham University,Loyola University New Orleans,2009
Loyola University Chicago,Loyola University New Orleans,2009
Fairleigh Dickinson University,New Jersey Institute Of Technology,2009
Florida State University,Mercer University,2009
Florida State University,New School,2009
Fordham University,Santa Clara University,2009
Fordham University,Santa Clara University,2009
Fordham University,Georgetown University,2009
Fordham University,Georgetown University,2009
Franklin & Marshall College,Marymount University,2009
Franklin & Marshall College,Mount Saint Marys University,2009
Franklin & Marshall College,Santa Clara University,2009
Franklin & Marshall College,University Of Southern California,2009
Marymount University,Mount Saint Marys University,2009
Marymount University,Santa Clara University,2009
Marymount University,University Of Southern California,2009
Mount Saint Marys University,Santa Clara University,2009
Mount Saint Marys University,University Of Southern California,2009
Santa Clara University,University Of Southern California,2009
Gannon University,Seton Hall University,2009
Gannon University,University Of St Thomas Minnesota,2009
Seton Hall University,University Of St Thomas Minnesota,2009
George Washington University,Wesleyan University,2009
Georgetown University,University Of St Thomas Minnesota,2009
Georgetown University,New York University,2009
Georgetown University,John Carroll University,2009
Georgetown University,Saint Louis University,2009
John Carroll University,Saint Louis University,2009
Gettysburg College,Pace University,2009
Goucher College,United States Naval Academy,2009
Goucher College,Hobart And William Smith Colleges,2009
Harvard University,Morehouse College,2009
Harvard University,Institute For Advanced Study,2009
Hofstra University,Yeshiva University,2009
Howard University,Massachusetts Institute Of Technology,2009
Brown University,Howard University,2009
Illinois Institute Of Technology,University Of Connecticut,2009
Illinois Institute Of Technology,United States Naval Academy,2009
Illinois Institute Of Technology,University Of Chicago,2009
United States Naval Academy,University Of Chicago,2009
Indiana University Of Pennsylvania,North Dakota State University,2009
Institute For Advanced Study,New York University,2009
Institute For Advanced Study,New School,2009
Institute For Advanced Study,Massachusetts Institute Of Technology,2009
Institute For Advanced Study,Rockefeller University,2009
Massachusetts Institute Of Technology,Rockefeller University,2009
Institute For Advanced Study,St Johns University,2009
Iowa State University,University Of Iowa,2009
Iowa State University,University Of Northern Iowa,2009
University Of Iowa,University Of Northern Iowa,2009
Iowa State University,University Of Northern Iowa,2009
Iowa State University,University Of Iowa,2009
Iowa State University,University Of Northern Iowa,2009
University Of Iowa,University Of Northern Iowa,2009
Iowa State University,University Of Iowa,2009
Iowa State University,University Of Northern Iowa,2009
University Of Iowa,University Of Northern Iowa,2009
Iowa State University,University Of Iowa,2009
Iowa State University,University Of Northern Iowa,2009
University Of Iowa,University Of Northern Iowa,2009
Iowa State University,University Of Iowa,2009
Iowa State University,University Of Northern Iowa,2009
University Of Iowa,University Of Northern Iowa,2009
Iowa State University,University Of Iowa,2009
Iowa State University,University Of Northern Iowa,2009
University Of Iowa,University Of Northern Iowa,2009
Iowa State University,University Of Iowa,2009
Iowa State University,University Of Northern Iowa,2009
University Of Iowa,University Of Northern Iowa,2009
Ithaca College,Thomas Jefferson University,2009
Johns Hopkins University,Rockefeller University,2009
Johns Hopkins University,Loyola Marymount University,2009
Johns Hopkins University,Trinity College,2009
Juilliard School,University Of Pennsylvania,2009
Juilliard School,Wellesley College,2009
Kalamazoo College,Pomona College,2009
Kalamazoo College,Trinity College,2009
Kalamazoo College,Tufts University,2009
Kalamazoo College,University Of New Mexico,2009
Trinity College,Tufts University,2009
Trinity College,University Of New Mexico,2009
Tufts University,University Of New Mexico,2009
Knox College,New Jersey Institute Of Technology,2009
Knox College,University Of Chicago,2009
Kutztown University Of Pennsylvania,Pennsylvania State System Of Higher Education,2009
La Salle University,Manhattan College,2009
La Salle University,Saint Marys College Of California,2009
Linfield College,Oregon Health & Science University,2009
Linfield College,Oregon University System,2009
Oregon Health & Science University,Oregon University System,2009
Lock Haven University Of Pennsylvania,Pennsylvania State System Of Higher Education,2009
Long Island University,Mount Saint Marys University,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Louisiana State University System,University Of Louisiana System,2009
Loyola College In Maryland,University Of Delaware,2009
Loyola University Chicago,Marquette University,2009
Loyola University Chicago,Loyola University New Orleans,2009
Loyola University Chicago,Saint Josephs University,2009
Loyola University New Orleans,Saint Josephs University,2009
Loyola University Chicago,Loyola University New Orleans,2009
Loyola University Chicago,Xavier University,2009
Loyola University New Orleans,Xavier University,2009
Loyola University Chicago,Northwestern University,2009
Loyola University New Orleans,Marquette University,2009
Manhattan College,Saint Louis University,2009
Marist College,Santa Clara University,2009
Marquette University,Saint Josephs University,2009
Marquette University,Saint Josephs University,2009
Marquette University,Santa Clara University,2009
Massachusetts Institute Of Technology,New School,2009
Massachusetts Institute Of Technology,Yale University,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Wesleyan University,2009
Minnesota State University Moorhead,Wesleyan University,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Minnesota State University Mankato,Minnesota State University Moorhead,2009
Morehouse College,University Of South,2009
Mount Holyoke College,Princeton University,2009
Mount St Marys College,Willamette University,2009
Nazareth College Of Rochester,Rochester Institute Of Technology,2009
Nazareth College Of Rochester,Syracuse University,2009
Rochester Institute Of Technology,Syracuse University,2009
New School,New York University,2009
New York University,Vanderbilt University,2009
Oklahoma State University,University Of Oklahoma,2009
Oklahoma State University,University Of Oklahoma,2009
Oklahoma State University,University Of Oklahoma,2009
Oklahoma State University,University Of Oklahoma,2009
Oklahoma State University,University Of Oklahoma,2009
Oklahoma State University,University Of Oklahoma,2009
Oklahoma State University,University Of Oklahoma,2009
Pacific University,University Of Puget Sound,2009
Pennsylvania State System Of Higher Education,Pennsylvania State University,2009
Pennsylvania State System Of Higher Education,University Of Pennsylvania,2009
Pennsylvania State System Of Higher Education,University Of Pittsburgh,2009
Pennsylvania State University,University Of Pennsylvania,2009
Pennsylvania State University,University Of Pittsburgh,2009
University Of Pennsylvania,University Of Pittsburgh,2009
Pennsylvania State System Of Higher Education,Pennsylvania State University,2009
Pennsylvania State System Of Higher Education,University Of Pittsburgh,2009
Pennsylvania State University,University Of Pittsburgh,2009
Pennsylvania State University,Thomas Jefferson University,2009
Pomona College,University Of Incarnate Word,2009
Princeton University,University Of Chicago,2009
New Jersey Institute Of Technology,Princeton University,2009
Providence College,Simmons College,2009
Regis University,University Of San Francisco,2009
Regis University,Xavier University,2009
Rensselaer Polytechnic Institute,St Johns University,2009
Rensselaer Polytechnic Institute,State University Of New York,2009
St Johns University,State University Of New York,2009
Rhodes College,Willamette University,2009
Rice University,Stanford University,2009
Rider University,Union Institute & University,2009
Rockefeller University,Stanford University,2009
Rockefeller University,University Of Pennsylvania,2009
Saint Marys College Of California,Saint Marys University Of Minnesota,2009
Sarah Lawrence College,Smith College,2009
Seattle University,University Of San Francisco,2009
Seattle University,Westminster College,2009
Simmons College,Skidmore College,2009
Smith College,Swarthmore College,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
South Dakota State University,University Of South Dakota,2009
Spring Hill College,University Of Detroit Mercy,2009
St John Fisher College,Syracuse University,2009
Syracuse University,Temple University,2009
Texas State University San Marcos,University Of Incarnate Word,2009
Texas Wesleyan University,University Of North Texas System,2009
Trinity University,University Of Tulsa,2009
Tufts University,Wheaton College Massachusetts,2009
Tufts University,University Of Chicago,2009
Tufts University,Wellesley College,2009
Tuskegee University,University Of Alabama System,2009
University Of Alaska System,Worcester Polytechnic Institute,2009
University Of California System,University Of Southern California,2009
University Of California System,University Of Chicago,2009
University Of Chicago,Williams College,2009
University Of Connecticut,Yale University,2009
Santa Clara University,University Of Detroit Mercy,2009
University Of Evansville,Wabash College,2009
University Of Evansville,University Of Indianapolis,2009
University Of Iowa,University Of Northern Iowa,2009
University Of Notre Dame,University Of Portland,2009
University Of Notre Dame,University Of Portland,2009
University Of Notre Dame,University Of Portland,2009
Loyola Marymount University,Mount St Marys College,2009
Loyola Marymount University,University Of Notre Dame,2009
Mount St Marys College,University Of Notre Dame,2009
University Of Pittsburgh,Washington & Jefferson College,2009
University Of Pittsburgh,Washington & Jefferson College,2009
University Of Portland,University Of St Thomas Minnesota,2009
University Of Portland,Vanderbilt University,2009
University Of St Thomas Minnesota,Vanderbilt University,2009
Loyola Marymount University,University Of San Diego,2009
Loyola Marymount University,University Of Southern California,2009
Loyola Marymount University,University Of Southern California,2009
Loyola Marymount University,University Of Southern California,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
University Of Utah,Weber State University,2009
Utah State University,Weber State University,2009
University Of Utah,Utah State University,2009
Harvard University,Wheaton College Massachusetts,2009
Loyola Marymount University,Mount St Marys College,2009
Agnes Scott College,Duke University,2011
Allegheny College,West Virginia Wesleyan College,2011
Amherst College,Barnard College,2011
Amherst College,Princeton University,2011
Amherst College,Rockefeller University,2011
Andrews University,Loma Linda University,2011
Arizona State University,Dickinson College,2011
Auburn University,University Of Alabama System,2011
Auburn University,University Of South Alabama,2011
University Of Alabama System,University Of South Alabama,2011
Baker University,Southern Methodist University,2011
Bard College,Trinity College,2011
Bard College,California Institute Of Technology,2011
Barnard College,New School,2011
Barnard College,Columbia University,2011
Baylor College Of Medicine,Rice University,2011
Baylor College Of Medicine,Southern Methodist University,2011
Baylor College Of Medicine,Baylor University,2011
Baylor College Of Medicine,Rice University,2011
Boston College,Fordham University,2011
Boston College,Marquette University,2011
Boston College,University Of Scranton,2011
Marquette University,University Of Scranton,2011
Boston College,Loyola University Chicago,2011
Boston College,Suffolk University,2011
Boston College,Gonzaga University,2011
Boston College,Santa Clara University,2011
Boston College,Loyola University Maryland,2011
Boston College,Loyola University New Orleans,2011
Loyola University Maryland,Loyola University New Orleans,2011
Boston University,Massachusetts Institute Of Technology,2011
Bradley University,Purdue University,2011
Brandeis University,Institute For Advanced Study,2011
Brandeis University,Cornell University,2011
Brandeis University,New York University,2011
Brenau University,Emory University,2011
Brown University,Juilliard School,2011
Brown University,Rockefeller University,2011
Juilliard School,Rockefeller University,2011
Bryn Mawr College,Haverford College,2011
Bryn Mawr College,Harvard University,2011
California Institute Of Technology,Reed College,2011
California Institute Of Technology,University Of Southern California,2011
California Institute Of Technology,Occidental College,2011
California Institute Of Technology,Colorado College,2011
California Institute Of Technology,Harvard University,2011
California State University System,University Of California System,2011
California State University System,University Of California System,2011
California State University System,University Of California System,2011
California State University System,University Of California System,2011
Campbell University,University Of North Carolina System,2011
Carnegie Mellon University,West Virginia University,2011
Carnegie Mellon University,University Of Pittsburgh,2011
Case Western Reserve University,John Carroll University,2011
Catholic University Of America,Mount Saint Marys University,2011
Catholic University Of America,St Catherine University,2011
Catholic University Of America,Seton Hall University,2011
Catholic University Of America,St Johns University,2011
Catholic University Of America,University Of St Thomas Texas,2011
Catholic University Of America,Fordham University,2011
Centre College,Colgate University,2011
Chapman University,United States Air Force Academy,2011
Chapman University,University Of San Diego,2011
Christian Brothers University,Saint Marys University Of Minnesota,2011
Christian Brothers University,Saint Marys University Of Minnesota,2011
Citadel,University Of South Carolina,2011
Citadel,Winthrop University,2011
University Of South Carolina,Winthrop University,2011
Citadel,University Of South Carolina,2011
Claremont Mckenna College,Rockefeller University,2011
Clark Atlanta University,Emory University,2011
Colgate University,Whitman College,2011
Colgate University,University System Of Ohio,2011
College Of Holy Cross,Loyola University Maryland,2011
College Of Holy Cross,Fairfield University,2011
Connecticut College,New School,2011
Converse College,Washington And Lee University,2011
Cornell University,Union College,2011
Cornell University,University Of Southern California,2011
Cornell University,New School,2011
Cornell University,Franklin & Marshall College,2011
Cornell University,University Of Tulsa,2011
Creighton University,Wheeling Jesuit University,2011
Creighton University,Loyola University New Orleans,2011
Creighton University,University Of Nebraska System,2011
Creighton University,Fairfield University,2011
Dartmouth College,Texas Christian University,2011
Dartmouth College,University System Of New Hampshire,2011
Davidson College,Loyola Marymount University,2011
Denison University,Vanderbilt University,2011
Dominican University,Fordham University,2011
Drew University,Skidmore College,2011
Drexel University,Pennsylvania State System Of Higher Education,2011
Drexel University,Saint Josephs University,2011
Duke University,Institute For Advanced Study,2011
Duke University,Johns Hopkins University,2011
Duke University,University Of Chicago,2011
Institute For Advanced Study,Johns Hopkins University,2011
Institute For Advanced Study,University Of Chicago,2011
Johns Hopkins University,University Of Chicago,2011
Duke University,Knox College,2011
Duke University,Queens University Of Charlotte,2011
Emory University,Hamilton College,2011
Fairfield University,Fordham University,2011
Fairfield University,Loyola University Chicago,2011
Fairfield University,Loyola University New Orleans,2011
Fairfield University,Wheeling Jesuit University,2011
Fordham University,Loyola University Chicago,2011
Fordham University,Loyola University New Orleans,2011
Fordham University,Wheeling Jesuit University,2011
Loyola University Chicago,Loyola University New Orleans,2011
Loyola University Chicago,Wheeling Jesuit University,2011
Loyola University New Orleans,Wheeling Jesuit University,2011
Fairfield University,Wheeling Jesuit University,2011
Fairfield University,Fordham University,2011
Fairfield University,New Jersey Institute Of Technology,2011
Fordham University,Santa Clara University,2011
Fordham University,New School,2011
Fordham University,Northwestern University,2011
Franklin & Marshall College,Marylhurst University,2011
Franklin & Marshall College,Mount Saint Marys University,2011
Franklin & Marshall College,Santa Clara University,2011
Franklin & Marshall College,University Of Southern California,2011
Marylhurst University,Mount Saint Marys University,2011
Marylhurst University,Santa Clara University,2011
Marylhurst University,University Of Southern California,2011
Mount Saint Marys University,Santa Clara University,2011
Mount Saint Marys University,University Of Southern California,2011
Santa Clara University,University Of Southern California,2011
Gannon University,Seton Hall University,2011
Gannon University,University Of St Thomas Minnesota,2011
Seton Hall University,University Of St Thomas Minnesota,2011
George Washington University,Vassar College,2011
George Washington University,Northeastern University,2011
Georgetown University,University Of St Thomas Minnesota,2011
Georgetown University,University Of Chicago,2011
Georgetown University,John Carroll University,2011
Georgetown University,Regis University,2011
Georgetown University,Saint Louis University,2011
John Carroll University,Regis University,2011
John Carroll University,Saint Louis University,2011
Regis University,Saint Louis University,2011
Gettysburg College,Pace University,2011
Gwynedd Mercy College,Iona College,2011
Harvard University,Wesleyan University,2011
Harvard University,Pomona College,2011
Brown University,Howard University,2011
Howard University,University Of Delaware,2011
Howard University,New School,2011
Howard University,University Of Virginia,2011
New School,University Of Virginia,2011
Illinois Institute Of Technology,Northwestern University,2011
Illinois Institute Of Technology,University Of Chicago,2011
Institute For Advanced Study,Princeton University,2011
Institute For Advanced Study,St Johns University,2011
Institute For Advanced Study,Rockefeller University,2011
Institute For Advanced Study,New York University,2011
Iona College,Seton Hall University,2011
Ithaca College,Thomas Jefferson University,2011
Johns Hopkins University,Trinity College,2011
Juilliard School,Wellesley College,2011
Juilliard School,University Of Pennsylvania,2011
Kalamazoo College,Pomona College,2011
La Salle University,Manhattan College,2011
La Salle University,Manhattan College,2011
Lake Erie College,University System Of Ohio,2011
Long Island University,Mount Saint Marys University,2011
Louisiana State University System,University Of Notre Dame,2011
Loyola University Chicago,University Of Chicago,2011
Loyola University Chicago,Loyola University New Orleans,2011
Loyola University Chicago,Saint Josephs University,2011
Loyola University Chicago,Wheeling Jesuit University,2011
Loyola University New Orleans,Saint Josephs University,2011
Loyola University New Orleans,Wheeling Jesuit University,2011
Saint Josephs University,Wheeling Jesuit University,2011
Loyola Marymount University,Loyola University Chicago,2011
Loyola University Chicago,Loyola University New Orleans,2011
Loyola University Chicago,Xavier University,2011
Loyola University New Orleans,Xavier University,2011
Loyola University Maryland,University Of Delaware,2011
Loyola University New Orleans,Marquette University,2011
Macalester College,University Of Chicago,2011
Manhattan College,Saint Marys College Of California,2011
Manhattan College,Saint Marys University Of Minnesota,2011
Saint Marys College Of California,Saint Marys University Of Minnesota,2011
Marist College,Santa Clara University,2011
Marquette University,Saint Josephs University,2011
Marquette University,University Of Detroit Mercy,2011
Saint Josephs University,University Of Detroit Mercy,2011
Marquette University,Saint Josephs University,2011
Marquette University,Santa Clara University,2011
Saint Josephs University,Santa Clara University,2011
Massachusetts Institute Of Technology,New School,2011
Massachusetts Institute Of Technology,University Of Massachusetts System,2011
Massachusetts Institute Of Technology,Yale University,2011
Massachusetts Institute Of Technology,Wheaton College Massachusetts,2011
Mercer University,University System Of Georgia,2011
Mercer University,University System Of Georgia,2011
Mercer University,University System Of Georgia,2011
Morehouse College,University Of San Diego,2011
Morehouse College,University Of South,2011
Mount Holyoke College,Princeton University,2011
Mount St Marys College,University Of Alaska System,2011
Mount St Marys College,Willamette University,2011
University Of Alaska System,Willamette University,2011
Nazareth College Of Rochester,Rochester Institute Of Technology,2011
Nazareth College Of Rochester,Syracuse University,2011
Rochester Institute Of Technology,Syracuse University,2011
New School,New York University,2011
New School,Wesleyan University,2011
New York University,Polytechnic Institute Of New York University,2011
New York University,Polytechnic Institute Of New York University,2011
New York University,Polytechnic Institute Of New York University,2011
North Central College,University Of Charleston,2011
Occidental College,Rutgers State University Of New Jersey,2011
Loyola Marymount University,Occidental College,2011
Loyola Marymount University,University Of Southern California,2011
Occidental College,University Of Southern California,2011
Pacific University,University Of Puget Sound,2011
Pennsylvania State System Of Higher Education,Pennsylvania State University,2011
Pennsylvania State System Of Higher Education,University Of Pennsylvania,2011
Pennsylvania State System Of Higher Education,University Of Pittsburgh,2011
Pennsylvania State University,University Of Pennsylvania,2011
Pennsylvania State University,University Of Pittsburgh,2011
University Of Pennsylvania,University Of Pittsburgh,2011
Pennsylvania State University,Thomas Jefferson University,2011
Pepperdine University,University Of Pacific,2011
Pomona College,University Of Hawaii System,2011
Regis University,Saint Louis University,2011
Regis University,Xavier University,2011
Regis University,University Of San Francisco,2011
Regis University,University Of Scranton,2011
Rensselaer Polytechnic Institute,St Johns University,2011
Rensselaer Polytechnic Institute,State University Of New York System,2011
St Johns University,State University Of New York System,2011
Rhodes College,Willamette University,2011
Rochester Institute Of Technology,Santa Clara University,2011
Rockefeller University,Stanford University,2011
Saint Josephs University,Thomas Jefferson University,2011
Saint Marys College Of California,Saint Marys University Of Minnesota,2011
Sarah Lawrence College,Smith College,2011
Seattle University,University Of San Francisco,2011
Seattle University,Westminster College,2011
Simmons College,Skidmore College,2011
Smith College,University Of Louisville,2011
Smith College,Swarthmore College,2011
Spring Hill College,Xavier University,2011
St Edwards University,University Of Notre Dame,2011
St Johns University,University Of St Thomas Minnesota,2011
St Lawrence University,Widener University,2011
Tennessee Board Of Regents,University Of Tennessee System,2011
Tennessee Board Of Regents,University Of Tennessee System,2011
Texas State University System,University Of Incarnate Word,2011
Trinity University,University Of Tulsa,2011
Tufts University,Wellesley College,2011
University Of Alabama System,University Of South Alabama,2011
University Of California System,University Of Southern California,2011
University Of Connecticut,Yale University,2011
University Of Delaware,West Virginia Wesleyan College,2011
University Of Evansville,Wabash College,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
Louisiana State University System,University Of Louisiana System,2011
University Of Notre Dame,University Of Portland,2011
University Of Notre Dame,University Of Portland,2011
University Of Pacific,Washington University,2011
University Of Portland,University Of St Thomas Minnesota,2011
University Of Portland,Vanderbilt University,2011
University Of St Thomas Minnesota,Vanderbilt University,2011
University Of Richmond,Washington University,2011
University Of San Diego,University Of St Thomas Minnesota,2011
Loyola Marymount University,University Of Southern California,2011
Loyola Marymount University,University Of Southern California,2011
University System Of Georgia,Washington And Lee University,2011
Vassar College,Wesleyan University,2011
Westminster College,Wheaton College Massachusetts,2011
Harvard University,Wheaton College Massachusetts,2011
Loyola Marymount University,Mount St Marys College,2011
Adelphi University,University Of Rochester,2013
Andrews University,Loma Linda University,2013
Andrews University,Loma Linda University,2013
Andrews University,Loma Linda University,2013
Andrews University,Loma Linda University,2013
Andrews University,Loma Linda University,2013
Baker University,Southern Methodist University,2013
Baylor College Of Medicine,Baylor University,2013
Baylor College Of Medicine,Rice University,2013
Baylor College Of Medicine,Rice University,2013
Baylor University,Saint Louis University,2013
Belmont University,Mercer University,2013
Boston College,Fordham University,2013
Boston College,Creighton University,2013
Boston College,Loyola University Chicago,2013
Boston College,University Of St Thomas Minnesota,2013
Boston College,Creighton University,2013
Boston College,Marquette University,2013
Creighton University,Marquette University,2013
Boston College,Loyola University Maryland,2013
Boston College,Loyola University New Orleans,2013
Loyola University Maryland,Loyola University New Orleans,2013
Boston College,Suffolk University,2013
Boston University,Massachusetts Institute Of Technology,2013
Brandeis University,Cornell University,2013
Brandeis University,George Washington University,2013
Brown University,Carnegie Mellon University,2013
California State University System,University Of California System,2013
California State University System,University Of California System,2013
Carnegie Mellon University,Rensselaer Polytechnic Institute,2013
Carnegie Mellon University,West Virginia University,2013
Carnegie Mellon University,University Of Notre Dame,2013
Carnegie Mellon University,University Of Pittsburgh,2013
Catholic University Of America,University Of St Thomas Texas,2013
Catholic University Of America,St Catherine University,2013
Catholic University Of America,Providence College,2013
Catholic University Of America,Fordham University,2013
Chapman University,United States Air Force Academy,2013
Chapman University,University Of San Diego,2013
Clark Atlanta University,Emory University,2013
Colorado School Of Mines,Regis University,2013
Cornell University,University Of Massachusetts System,2013
Cornell University,New School,2013
Cornell University,University Of Southern California,2013
Creighton University,Loyola University New Orleans,2013
Creighton University,Fairleigh Dickinson University,2013
Creighton University,University Of Nebraska System,2013
Dartmouth College,University System Of New Hampshire,2013
Dartmouth College,Texas Christian University,2013
Dartmouth College,University Of Notre Dame,2013
Depaul University,St Johns University,2013
Drake University,University Of Vermont,2013
Drexel University,Pennsylvania State System Of Higher Education,2013
Drexel University,Saint Josephs University,2013
Duke University,Institute For Advanced Study,2013
Duke University,Johns Hopkins University,2013
Duke University,University Of Chicago,2013
Institute For Advanced Study,Johns Hopkins University,2013
Institute For Advanced Study,University Of Chicago,2013
Johns Hopkins University,University Of Chicago,2013
Emory University,Washington University,2013
Fairfield University,University Of Pennsylvania,2013
Fairleigh Dickinson University,New Jersey Institute Of Technology,2013
Fordham University,New School,2013
Fordham University,Northwestern University,2013
Fordham University,Loyola University Chicago,2013
Georgetown University,New York University,2013
Georgetown University,University Of St Thomas Minnesota,2013
Georgetown University,Saint Louis University,2013
Harvard University,Massachusetts Institute Of Technology,2013
Brown University,Howard University,2013
Brown University,Princeton University,2013
Howard University,Princeton University,2013
Illinois Institute Of Technology,Northwestern University,2013
Illinois Institute Of Technology,University Of Chicago,2013
Institute For Advanced Study,Princeton University,2013
Institute For Advanced Study,Rockefeller University,2013
Institute For Advanced Study,New York University,2013
Iona College,Marymount University,2013
Ithaca College,University Of San Diego,2013
Juilliard School,University Of Rochester,2013
Kansas Board Of Regents,Washburn University,2013
La Salle University,Saint Marys College Of California,2013
La Salle University,Manhattan College,2013
La Salle University,Manhattan College,2013
La Salle University,Manhattan College,2013
Long Island University,New York University,2013
Louisiana State University System,University Of Louisiana System,2013
Loyola University Chicago,Loyola University New Orleans,2013
Loyola University Chicago,Saint Josephs University,2013
Loyola University New Orleans,Saint Josephs University,2013
Loyola University Chicago,University Of Chicago,2013
Gonzaga University,Loyola University Chicago,2013
Loyola University Maryland,Virginia Polytechnic Institute And State University,2013
Loyola University Maryland,University Of Delaware,2013
Loyola University New Orleans,Marquette University,2013
Loyola University New Orleans,Saint Louis University,2013
Manhattan College,Saint Marys College Of California,2013
Massachusetts Institute Of Technology,University Of Rochester,2013
Massachusetts Institute Of Technology,West Virginia University,2013
Massachusetts Institute Of Technology,University Of Massachusetts System,2013
