Year,Canonical_Name,Fuzzy_Matches,Institution_1,Institution_2
2000,Leonard J Eaton,Leonard J Eaton,Oklahoma State University,University Of Oklahoma
2000,Bill W Burgess,Bill W Burgess,Oklahoma State University,University Of Oklahoma
2000,Hans Brisch,Hans Brisch,Oklahoma State University,University Of Oklahoma
2000,Eugene W Hickok,Eugene W Hickok,Pennsylvania State University,Temple University
2000,Eugene W Hickok,Eugene W Hickok,Pennsylvania State University,University Of Pittsburgh
2000,Eugene W Hickok,Eugene W Hickok,Temple University,University Of Pittsburgh
2000,Thomas J Ridge,Thomas J Ridge,Pennsylvania State University,University Of Pittsburgh
2000,William Cw Mow,William Cw Mow,Polytechnic University,Rensselaer Polytechnic Institute
2000,George Campbell,George Campbell,Polytechnic University,Rensselaer Polytechnic Institute
2000,Anthony B Evnin,Anthony B Evnin,Princeton University,Rockefeller University
2000,Burton J Mcmurtry,Burton J Mcmurtry,Rice University,Stanford University
2000,Robert M Bass,Robert M Bass,Rockefeller University,Stanford University
2000,D Ronald Daniel,D Ronald Daniel,Harvard University,Rockefeller University
2000,Christopher H Browne,Christopher H Browne,Rockefeller University,University Of Pennsylvania
2000,Lawrence E Bathgate Ii,Lawrence E Bathgate Ii,Seton Hall University,Villanova University
2000,David Gienapp,David Gienapp,South Dakota State University,University Of South Dakota
2000,Jack Rentschler,Jack Rentschler,South Dakota State University,University Of South Dakota
2000,Robert T Perry,Robert T Perry,South Dakota State University,University Of South Dakota
2000,Thomas A Corcoran,Thomas A Corcoran,Stevens Institute Of Technology,Worcester Polytechnic Institute
2000,Peter M Mattoon,Peter M Mattoon,Thomas Jefferson University,Widener University
2000,John A Krol,John A Krol,Tufts University,University Of Delaware
2000,Joseph Neubauer,Joseph Neubauer,Tufts University,University Of Chicago
2000,John G Rowland,John G Rowland,University Of Connecticut,Yale University
2000,Thomas E Larkin,Thomas E Larkin,Loyola Marymount University,University Of Notre Dame
2000,Rev Edward A Malloy Csc,Rev Edward A Malloy Csc,University Of Notre Dame,University Of St Thomas Minnesota
2000,Frederick Lippitt,Frederick Lippitt,Brown University,University Of Rhode Island
2000,Kathleen L Mccarthy,Kathleen L Mccarthy,Loyola Marymount University,University Of Southern California
2000,Michael R Jensen,Michael R Jensen,University Of Utah,Utah State University
2000,Kenneth G Anderton,Kenneth G Anderton,University Of Utah,Utah State University
2000,Jerry C Atkin,Jerry C Atkin,University Of Utah,Utah State University
2000,Maria Sweeten,Maria Sweeten,University Of Utah,Utah State University
2000,Pamela J Atkinson,Pamela J Atkinson,University Of Utah,Utah State University
2000,Aileen H Clyde,Aileen H Clyde,University Of Utah,Utah State University
2000,David J Grant,David J Grant,University Of Utah,Utah State University
2000,L Brent Hoggan,L Brent Hoggan,University Of Utah,Utah State University
2000,Karen H Huntsman,Karen H Huntsman,University Of Utah,Utah State University
2000,James S Jardine,James S Jardine,University Of Utah,Utah State University
2000,Charles E Johnson,Charles E Johnson,University Of Utah,Utah State University
2000,David J Jordan,David J Jordan,University Of Utah,Utah State University
2000,E George Mantes,E George Mantes,University Of Utah,Utah State University
2000,Winn L Richards,Winn L Richards,University Of Utah,Utah State University
2000,Paul S Rogers,Paul S Rogers,University Of Utah,Utah State University
2000,The Hon Steve Adams,The Hon Steve Adams,Tennessee State University,Tennessee Technological University
2000,The Hon Steve Adams,The Hon Steve Adams,Tennessee State University,University Of Memphis
2000,The Hon Steve Adams,The Hon Steve Adams,Tennessee Technological University,University Of Memphis
2000,The Hon Riley C Darnell,The Hon Riley C Darnell,Tennessee State University,Tennessee Technological University
2000,The Hon Riley C Darnell,The Hon Riley C Darnell,Tennessee State University,University Of Memphis
2000,The Hon Riley C Darnell,The Hon Riley C Darnell,Tennessee Technological University,University Of Memphis
2000,Tony Scott England,Tony Scott England,Tennessee State University,Tennessee Technological University
2000,Tony Scott England,Tony Scott England,Tennessee State University,University Of Memphis
2000,Tony Scott England,Tony Scott England,Tennessee Technological University,University Of Memphis
2000,William Ransom Jones,William Ransom Jones,Tennessee State University,Tennessee Technological University
2000,William Ransom Jones,William Ransom Jones,Tennessee State University,University Of Memphis
2000,William Ransom Jones,William Ransom Jones,Tennessee Technological University,University Of Memphis
2000,Dale Kelley,Dale Kelley,Tennessee State University,Tennessee Technological University
2000,Dale Kelley,Dale Kelley,Tennessee State University,University Of Memphis
2000,Dale Kelley,Dale Kelley,Tennessee Technological University,University Of Memphis
2000,Debby Patterson Koch,Debby Patterson Koch,Tennessee State University,Tennessee Technological University
2000,Debby Patterson Koch,Debby Patterson Koch,Tennessee State University,University Of Memphis
2000,Debby Patterson Koch,Debby Patterson Koch,Tennessee Technological University,University Of Memphis
2000,Joe Lancaster,Joe Lancaster,Tennessee State University,Tennessee Technological University
2000,Joe Lancaster,Joe Lancaster,Tennessee State University,University Of Memphis
2000,Joe Lancaster,Joe Lancaster,Tennessee Technological University,University Of Memphis
2000,Wanda Mcmahan,Wanda Mcmahan,Tennessee State University,Tennessee Technological University
2000,Wanda Mcmahan,Wanda Mcmahan,Tennessee State University,University Of Memphis
2000,Wanda Mcmahan,Wanda Mcmahan,Tennessee Technological University,University Of Memphis
2000,June Scobee Rodgers,June Scobee Rodgers,Tennessee State University,Tennessee Technological University
2000,June Scobee Rodgers,June Scobee Rodgers,Tennessee State University,University Of Memphis
2000,June Scobee Rodgers,June Scobee Rodgers,Tennessee Technological University,University Of Memphis
2000,J V Sailors,J V Sailors,Tennessee State University,Tennessee Technological University
2000,J V Sailors,J V Sailors,Tennessee State University,University Of Memphis
2000,J V Sailors,J V Sailors,Tennessee Technological University,University Of Memphis
2000,A C Wharton,A C Wharton,Tennessee State University,Tennessee Technological University
2000,A C Wharton,A C Wharton,Tennessee State University,University Of Memphis
2000,A C Wharton,A C Wharton,Tennessee Technological University,University Of Memphis
2000,Brad Windley,Brad Windley,Tennessee State University,Tennessee Technological University
2000,Brad Windley,Brad Windley,Tennessee State University,University Of Memphis
2000,Brad Windley,Brad Windley,Tennessee Technological University,University Of Memphis
2000,John Morgan,John Morgan,Tennessee Technological University,University Of Memphis
2000,Lisa Verble,Lisa Verble,Tennessee Technological University,University Of Memphis
2005,Jan Paulsen,Jan Paulsen,Andrews University,Loma Linda University
2005,Thomas J Mostert,Thomas J Mostert,Andrews University,Loma Linda University
2005,Robert Lemon,Robert Lemon,Andrews University,Loma Linda University
2005,Matthew Bediako,Matthew Bediako,Andrews University,Loma Linda University
2005,C Garland Dulan,C Garland Dulan,Andrews University,Loma Linda University
2005,Tom Horne,Tom Horne,Arizona State University,Northern Arizona University
2005,Tom Horne,Tom Horne,Arizona State University,University Of Arizona
2005,Tom Horne,Tom Horne,Northern Arizona University,University Of Arizona
2005,Wesley Mccalley,Wesley Mccalley,Arizona State University,Northern Arizona University
2005,Wesley Mccalley,Wesley Mccalley,Arizona State University,University Of Arizona
2005,Wesley Mccalley,Wesley Mccalley,Northern Arizona University,University Of Arizona
2005,Jack Jewett,Jack Jewett,Arizona State University,Northern Arizona University
2005,Jack Jewett,Jack Jewett,Arizona State University,University Of Arizona
2005,Jack Jewett,Jack Jewett,Northern Arizona University,University Of Arizona
2005,Chris Herstam,Chris Herstam,Arizona State University,Northern Arizona University
2005,Chris Herstam,Chris Herstam,Arizona State University,University Of Arizona
2005,Chris Herstam,Chris Herstam,Northern Arizona University,University Of Arizona
2005,Janet Napolitano,Janet Napolitano,Arizona State University,Northern Arizona University
2005,Janet Napolitano,Janet Napolitano,Arizona State University,University Of Arizona
2005,Janet Napolitano,Janet Napolitano,Northern Arizona University,University Of Arizona
2005,Lorraine Frank,Lorraine Frank,Arizona State University,Northern Arizona University
2005,Lorraine Frank,Lorraine Frank,Arizona State University,University Of Arizona
2005,Lorraine Frank,Lorraine Frank,Northern Arizona University,University Of Arizona
2005,Ernest Calderon,Ernest Calderon,Arizona State University,Northern Arizona University
2005,Ernest Calderon,Ernest Calderon,Arizona State University,University Of Arizona
2005,Ernest Calderon,Ernest Calderon,Northern Arizona University,University Of Arizona
2005,Fred Boice,Fred Boice,Arizona State University,Northern Arizona University
2005,Fred Boice,Fred Boice,Arizona State University,University Of Arizona
2005,Fred Boice,Fred Boice,Northern Arizona University,University Of Arizona
2005,Robert Bulla,Robert Bulla,Arizona State University,Northern Arizona University
2005,Robert Bulla,Robert Bulla,Arizona State University,University Of Arizona
2005,Robert Bulla,Robert Bulla,Northern Arizona University,University Of Arizona
2005,Benjamin Graff,Benjamin Graff,Arizona State University,University Of Arizona
2005,Robert R Bob Riley,Robert R Bob Riley,Auburn University,University Of South Alabama
2005,Rev Jeffrey P Von Arx,Rev Jeffrey P Von Arx,Boston College,Loyola Marymount University
2005,Rev Paul F Harman,Rev Paul F Harman,Boston College,Loyola University Chicago
2005,Rev Scott R Pilarz,Rev Scott R Pilarz,Boston College,Loyola University Chicago
2005,Rev Robert B Lawton,Rev Robert B Lawton,Boston College,Loyola Marymount University
2005,D Ronald Daniel,D Ronald Daniel,Brandeis University,Rockefeller University
2005,Robin Chemers Neustein,Robin Chemers Neustein,Brown University,Rockefeller University
2005,Martin J Granoff,Martin J Granoff,Brown University,Tufts University
2005,Thomas E Everhart,Thomas E Everhart,California Institute Of Technology,Harvard University
2005,Gordon M Binder,Gordon M Binder,California Institute Of Technology,Massachusetts Institute Of Technology
2005,George L Argyros,George L Argyros,California Institute Of Technology,Chapman University
2005,David D Ho,David D Ho,California Institute Of Technology,Harvard University
2005,David D Ho,David D Ho,California Institute Of Technology,Massachusetts Institute Of Technology
2005,David D Ho,David D Ho,Harvard University,Massachusetts Institute Of Technology
2005,Eric E Schmidt,Eric E Schmidt,Carnegie Mellon University,Princeton University
2005,John G Rangos Sr,John G Rangos Sr,Carnegie Mellon University,Duquesne University
2005,Frank V Cahouet,Frank V Cahouet,Carnegie Mellon University,University Of Pittsburgh
2005,Stanley R Gumberg,Stanley R Gumberg,Carnegie Mellon University,Duquesne University
2005,Paul M Horn,Paul M Horn,Clarkson University,Polytechnic University
2005,Ruth L Gottesman,Ruth L Gottesman,Columbia University,Yeshiva University
2005,E John Rosenwald,E John Rosenwald,Columbia University,New York University
2005,Paul A Gould,Paul A Gould,Cornell University,New School University
2005,Franci J Blassberg,Franci J Blassberg,Cornell University,New School University
2005,Martin Y Tang,Martin Y Tang,Cornell University,Massachusetts Institute Of Technology
2005,Elizabeth D Moore,Elizabeth D Moore,Cornell University,Rochester Institute Of Technology
2005,Rev John P Schlegel,Rev John P Schlegel,Creighton University,Loyola University Chicago
2005,Rev Edwin H Cassem,Rev Edwin H Cassem,Creighton University,Georgetown University
2005,Jonathan Newcomb,Jonathan Newcomb,Dartmouth College,New School University
2005,Russell L Carson,Russell L Carson,Dartmouth College,Rockefeller University
2005,Patricia Imbesi,Patricia Imbesi,Drexel University,Villanova University
