Id,Source,Target,Type,Weight,Year,PersonName_Source,PersonName_Target
e823,University Of Connecticut,Yale University,Undirected,1,2007,M. Jodi Rell,M. Jodi Rell
e824,Massachusetts Institute Of Technology,Yale University,Undirected,1,2007,Margaret H. Marshall,Margaret H. Marshall
e825,Fordham University,Yeshiva University,Undirected,1,2007,Joel I. Picket,Joel I. Picket
e826,Johns Hopkins University,Yeshiva University,Undirected,1,2007,Michael F. Price,Michael F. Price
e827,Cornell University,Yeshiva University,Undirected,1,2007,Robert A. Belfer,Robert A. Belfer
e828,Columbia University,Yeshiva University,Undirected,1,2007,Ruth L. Gottesman,Ruth L. Gottesman
e829,Rockefeller University,Yeshiva University,Undirected,1,2007,Evelyn G. Lipper,Evelyn G. Lipper
e830,Clemson University,Cleveland State University,Undirected,1,2007,Vijaya K. Konangi,Vijaya K. Konangi
e831,Clemson University,Cleveland State University,Undirected,1,2007,Sonali B. Wilson,Sonali B. Wilson
e832,California Institute Of Technology,Harvard University,Undirected,1,2007,James F. Rothenberg,James F. Rothenberg
e833,Johns Hopkins University,Loyola Marymount University,Undirected,1,2007,Robert J. Abernethy,Robert J. Abernethy
e834,Loyola Marymount University,University Of Notre Dame,Undirected,1,2007,"Thomas E. Larkin, Jr.","Thomas E. Larkin, Jr"
e835,Loyola Marymount University,University Of Southern California,Undirected,1,2007,Kathleen L. McCarthy,Kathleen L. McCarthy
e836,Loyola Marymount University,University Of San Diego,Undirected,1,2007,Liam E. McGee,Liam E. McGee
e837,Loyola Marymount University,University Of Southern California,Undirected,1,2007,Joan A. Payden,Joan A. Payden
e838,Loyola Marymount University,University Of Southern California,Undirected,1,2007,"Edward P. Roski, Jr.","Edward P. Roski, Jr"
e839,Columbia University,New Jersey Institute Of Technology,Undirected,1,2007,Cory A. Booker,Cory A. Booker
e840,New Jersey Institute Of Technology,Princeton University,Undirected,1,2007,Jon S. Corzine,Jon S. Corzine
e841,New Jersey Institute Of Technology,University Of Chicago,Undirected,1,2007,Jon S. Corzine,Jon S. Corzine
e842,Baylor College Of Medicine,Baylor University,Undirected,1,2008,Laree Estes Perez,Laree Estes Perez
e843,California Institute Of Technology,Chapman University,Undirected,1,2008,George L. Argyros,George L. Argyros
e844,Brandeis University,Columbia University,Undirected,1,2008,"E. John Rosenwald, Jr","E. John Rosenwald, Jr"
e845,Fordham University,Georgetown University,Undirected,1,2008,Winston J. Churchill,Winston J. Churchill
e846,Fordham University,Georgetown University,Undirected,1,2008,William P. Frank,William P. Frank
e847,Boston College,Georgetown University,Undirected,1,2008,"Rev. Bradley M. Schaeffer, S.J.","Rev. Bradley M. Schaeffer, S.J"
e848,Duke University,Johns Hopkins University,Undirected,1,2008,David M. Rubenstein,David M. Rubenstein
e849,Andrews University,Loma Linda University,Undirected,1,2008,Donald C. Schneider,Donald C. Schneider
e850,Andrews University,Loma Linda University,Undirected,1,2008,Jan Paulsen,Jan Paulsen
e851,Andrews University,Loma Linda University,Undirected,1,2008,C. Garland Dulan,C. Garland Dulan
e852,Andrews University,Loma Linda University,Undirected,1,2008,Matthew Bediako,Matthew Bediako
e853,Andrews University,Loma Linda University,Undirected,1,2008,Robert E. Lemon,Robert E. Lemon
e854,Boston College,Loyola University Chicago,Undirected,1,2008,"Rev. Scott R. Pilarz, S.J","Rev. Scott R. Pilarz, S.J"
e855,Fordham University,Loyola University Chicago,Undirected,1,2008,"Michael J. Garanzini, S.J","Michael J. Garanzini, S.J"
e856,Loyola University Chicago,Marquette University,Undirected,1,2008,Cherryl T. Thomas.,Cherryl T. Thomas
e857,California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2008,Gordon M. Binder,Gordon M. Binder
e858,Howard University,Massachusetts Institute Of Technology,Undirected,1,2008,John A. Thain,John A. Thain
e859,Cornell University,Massachusetts Institute Of Technology,Undirected,1,2008,Martin Y. Tang,Martin Y. Tang
e860,Clemson University,Mercer University,Undirected,1,2008,James R. Williams,James R. Williams
e861,Massachusetts Institute Of Technology,New School,Undirected,1,2008,Robert B. Millard,Robert B. Millard
e862,Cornell University,New School,Undirected,1,2008,Paul A. Gould,Paul A. Gould
e863,Georgetown University,New York University,Undirected,1,2008,William R. Berkley,William R. Berkley
e864,New School,New York University,Undirected,1,2008,William D. Zabel,William D. Zabel
e865,Brandeis University,New York University,Undirected,1,2008,"E. John Rosenwald, Jr","E. John Rosenwald, Jr."
e866,Columbia University,New York University,Undirected,1,2008,"E. John Rosenwald, Jr","E. John Rosenwald, Jr."
e867,Loyola University Chicago,Northwestern University,Undirected,1,2008,William M. Daley,William M. Daley
e868,Georgetown University,Pepperdine University,Undirected,1,2008,Lynn C. Fritz,Lynn C. Fritz
e869,Clarkson University,Polytechnic University,Undirected,1,2008,Paul M. Horn,Paul M. Horn
e870,New School,Princeton University,Undirected,1,2008,Nancy B. Peretsman,Nancy B. Peretsman
e871,Baylor College Of Medicine,Rice University,Undirected,1,2008,Robert Theron Brockman,Robert Theron Brockman
e872,Gallaudet University,Rochester Institute Of Technology,Undirected,1,2008,James R. Macfadden,James R. Macfadden
e873,Brandeis University,Rockefeller University,Undirected,1,2008,Thomas H. Lee,Thomas H. Lee
e874,Brown University,Rockefeller University,Undirected,1,2008,Karen M. Levy,Karen M. Levy
e875,Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2008,James H. Simons,James H. Simons
e876,Johns Hopkins University,Rockefeller University,Undirected,1,2008,David H. Koch,David H. Koch
e877,Dartmouth College,Rockefeller University,Undirected,1,2008,Russell L. Carson,Russell L. Carson
e878,Georgetown University,Saint Louis University,Undirected,1,2008,"Rev. Robert L. Niehoff, S.J","Rev. Robert L. Niehoff, S.J"
e879,Catholic University Of America,Seton Hall University,Undirected,1,2008,The Most Reverend John J. Myers,The Most Reverend John J. Myers
e880,Baylor College Of Medicine,Southern Methodist University,Undirected,1,2008,Rev. Kirbyjon H. Caldwell,Rev. Kirbyjon H. Caldwell
e881,Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2008,Linda S. Sanford,Linda S. Sanford
e882,Rice University,Stanford University,Undirected,1,2008,Bruce W. Dunlevie,Bruce W. Dunlevie
e883,Rochester Institute Of Technology,Syracuse University,Undirected,1,2008,"Thomas C. Wilmot, Sr","Thomas C. Wilmot, Sr."
e884,Syracuse University,Temple University,Undirected,1,2008,Theodore A. McKee,Theodore A. McKee
e885,Pennsylvania State University,Thomas Jefferson University,Undirected,1,2008,Ira M. Lubert,Ira M. Lubert
e886,Drexel University,Thomas Jefferson University,Undirected,1,2008,Jeffrey P. Orleans,Jeffrey P. Orleans
e887,Brown University,Tufts University,Undirected,1,2008,Martin J. Granoff,Martin J. Granoff
e888,Tufts University,University Of Chicago,Undirected,1,2008,Joseph Neubauer,Joseph Neubauer
e889,Carnegie Mellon University,University Of Chicago,Undirected,1,2008,"Erroll B. Davis, Jr.","Erroll B. Davis, Jr"
e890,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2008,Craig J. Duchossois,Craig J. Duchossois
e891,Princeton University,University Of Chicago,Undirected,1,2008,Dennis J. Keller,Dennis J. Keller
e892,Duke University,University Of Chicago,Undirected,1,2008,David M. Rubenstein,David M. Rubenstein
e893,Johns Hopkins University,University Of Chicago,Undirected,1,2008,David M. Rubenstein,David M. Rubenstein
e894,Illinois Institute Of Technology,University Of Connecticut,Undirected,1,2008,John W. Rowe,John W. Rowe
e895,Tufts University,University Of New Mexico,Undirected,1,2008,William B. Richardson,William B. Richardson
e896,Depaul University,University Of North Carolina At Charlotte,Undirected,1,2008,Bertram L. Scott,Bertram L. Scott
e897,Creighton University,University Of Notre Dame,Undirected,1,2008,Kenneth E. Stinson,Kenneth E. Stinson
e898,New Jersey Institute Of Technology,University Of Notre Dame,Undirected,1,2008,Raymond G. Chambers,Raymond G. Chambers
e899,Oklahoma State University,University Of Oklahoma,Undirected,1,2008,John Massey,John Massey
e900,Oklahoma State University,University Of Oklahoma,Undirected,1,2008,Julie Carson,Julie Carson
e901,Oklahoma State University,University Of Oklahoma,Undirected,1,2008,Glen D. Johnson,Glen D. Johnson
e902,Oklahoma State University,University Of Oklahoma,Undirected,1,2008,Cheryl P. Hunter,Cheryl P. Hunter
e903,Oklahoma State University,University Of Oklahoma,Undirected,1,2008,James D. Harrel,James D. Harrel
e904,Oklahoma State University,University Of Oklahoma,Undirected,1,2008,"Marlin ""Ike"" Glass, Jr","Marlin ""Ike"" Glass, Jr."
e905,Oklahoma State University,University Of Oklahoma,Undirected,1,2008,"Bill W. Burgess, Jr","Bill W. Burgess, Jr."
e906,Pennsylvania State University,University Of Pennsylvania,Undirected,1,2008,Edward G. Rendell,Edward G. Rendell
e907,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2008,Edward G. Rendell,Edward G. Rendell
e908,University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2008,Edward G. Rendell,Edward G. Rendell
e909,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2008,Luke Ravenstahl,Luke Ravenstahl
e910,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2008,Gerald L. Zahorchak,Gerald L. Zahorchak
e911,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2008,William S. Dietrich II,William S. Dietrich II
e912,Chapman University,University Of San Diego,Undirected,1,2008,James V. Mazzo,James V. Mazzo
e913,Auburn University,University Of South Alabama,Undirected,1,2008,"Robert R. ""Bob"" Riley","Robert R. ""Bob"" Riley"
e914,California Institute Of Technology,University Of Southern California,Undirected,1,2008,David L. Lee,David L. Lee
e915,Cornell University,University Of Southern California,Undirected,1,2008,Ratan N. Tata,Ratan N. Tata
e916,Catholic University Of America,University Of St Thomas Minnesota,Undirected,1,2008,The Most Reverend Harry J. Flynn,The Most Reverend Harry J. Flynn
e917,Seton Hall University,University Of St Thomas Minnesota,Undirected,1,2008,Antoine M. Garibaldi,Antoine M. Garibaldi
e918,Georgetown University,University Of St Thomas Minnesota,Undirected,1,2008,John J. Fauth IV,John J. Fauth IV
e919,Cornell University,University Of Tulsa,Undirected,1,2008,Peter C. Meinig,Peter C. Meinig
e920,University Of Utah,Utah State University,Undirected,1,2008,Jerry C. Atkin,Jerry C. Atkin
e921,University Of Utah,Utah State University,Undirected,1,2008,Bonnie Jean Beesley,Bonnie Jean Beesley
e922,University Of Utah,Utah State University,Undirected,1,2008,Rosanita Cespedes,Rosanita Cespedes
e923,University Of Utah,Utah State University,Undirected,1,2008,Amy Engh,Amy Engh
e924,University Of Utah,Utah State University,Undirected,1,2008,Katharine Bagley Garff,Katharine Bagley Garff
e925,University Of Utah,Utah State University,Undirected,1,2008,Greg W. Haws,Greg W. Haws
e926,University Of Utah,Utah State University,Undirected,1,2008,Meghan Holbrook,Meghan Holbrook
e927,University Of Utah,Utah State University,Undirected,1,2008,James S. Jardine,James S. Jardine
e928,University Of Utah,Utah State University,Undirected,1,2008,David J. Jordan,David J. Jordan
e929,University Of Utah,Utah State University,Undirected,1,2008,Janet A. Cannon,Janet A. Cannon
e930,University Of Utah,Utah State University,Undirected,1,2008,Richard E. Kendell,Richard E. Kendell
e931,University Of Utah,Utah State University,Undirected,1,2008,Anthony W. Morgan,Anthony W. Morgan
e932,University Of Utah,Utah State University,Undirected,1,2008,Jed H. Pitcher,Jed H. Pitcher
e933,University Of Utah,Utah State University,Undirected,1,2008,Josh M. Reid,Josh M. Reid
e934,University Of Utah,Utah State University,Undirected,1,2008,"Sara V. Sinclair, RN, CHA, FACHCA","Sara V. Sinclair, RN, CHA, FACHCA"
e935,University Of Utah,Utah State University,Undirected,1,2008,Marion O. Snow,Marion O. Snow
e936,University Of Utah,Utah State University,Undirected,1,2008,John H. Zenger,John H. Zenger
e937,University Of Utah,Utah State University,Undirected,1,2008,Nolan E. Karras,Nolan E. Karras
e938,New York University,Vanderbilt University,Undirected,1,2008,Catherine B. Reynolds,Catherine B. Reynolds
e939,University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2008,"Rev. Edward A. Malloy, CSC","Rev. Edward A. Malloy, CSC"
e940,University Of North Carolina At Charlotte,Wake Forest University,Undirected,1,2008,"Graham W. Denton, Jr",Graham W. Denton
e941,Indiana University Of Pennsylvania,West Chester University Of Pennsylvania,Undirected,1,2008,Judy G. Hample,Judy G. Hample
e942,Boston College,Worcester Polytechnic Institute,Undirected,1,2008,John L. LaMattina,John L. LaMattina
e943,Massachusetts Institute Of Technology,Yale University,Undirected,1,2008,Margaret H. Marshall,Margaret H. Marshall
e944,University Of Connecticut,Yale University,Undirected,1,2008,M. Jodi Rell,M. Jodi Rell
e945,Johns Hopkins University,Yeshiva University,Undirected,1,2008,Michael F. Price,Michael F. Price
e946,Fordham University,Yeshiva University,Undirected,1,2008,Joel I. Picket,Joel I. Picket
e947,Rockefeller University,Yeshiva University,Undirected,1,2008,Evelyn G. Lipper,Evelyn G. Lipper
e948,Columbia University,Yeshiva University,Undirected,1,2008,Ruth L. Gottesman,Ruth L. Gottesman
e949,California Institute Of Technology,Harvard University,Undirected,1,2008,James F. Rothenberg,James F. Rothenberg
e950,Johns Hopkins University,Loyola Marymount University,Undirected,1,2008,Robert J. Abernethy,Robert J. Abernethy
e951,Loyola Marymount University,University Of Notre Dame,Undirected,1,2008,"Thomas E. Larkin, Jr.","Thomas E. Larkin, Jr"
e952,Boston College,Loyola Marymount University,Undirected,1,2008,"Rev. Robert B. Lawton, S.J","Rev. Robert B. Lawton, S.J"
e953,Loyola Marymount University,University Of Southern California,Undirected,1,2008,Kathleen L. McCarthy,Kathleen L. McCarthy
e954,Loyola Marymount University,University Of San Diego,Undirected,1,2008,Liam E. McGee,Liam E. McGee
e955,Loyola Marymount University,University Of Southern California,Undirected,1,2008,"Edward P. Roski, Jr.","Edward P. Roski, Jr"
e956,Columbia University,New Jersey Institute Of Technology,Undirected,1,2008,Cory A. Booker,Cory A. Booker
e957,New Jersey Institute Of Technology,Princeton University,Undirected,1,2008,Jon S. Corzine,Jon S. Corzine
e958,Hofstra University,Yeshiva University,Undirected,1,2008,Bernard L. Madoff,Bernard L. Madoff
e959,California Institute Of Technology,Chapman University,Undirected,1,2009,George L. Argyros,George L. Argyros
e960,Brandeis University,Columbia University,Undirected,1,2009,"E. John Rosenwald, Jr.","E. John Rosenwald, Jr."
e961,Fordham University,Georgetown University,Undirected,1,2009,William P. Frank,William P. Frank
e962,Fordham University,Georgetown University,Undirected,1,2009,Winston J. Churchill,Winston J. Churchill
e963,Boston College,Georgetown University,Undirected,1,2009,"Rev. Bradley M. Schaeffer, S.J,","Rev. Bradley M. Schaeffer, S.J"
e964,Duke University,Johns Hopkins University,Undirected,1,2009,David M. Rubenstein,David M. Rubenstein
e965,Andrews University,Loma Linda University,Undirected,1,2009,Donald C. Schneider,Donald C. Schneider
e966,Andrews University,Loma Linda University,Undirected,1,2009,Jan Paulsen,Jan Paulsen
e967,Andrews University,Loma Linda University,Undirected,1,2009,C. Garland Dulan,C. Garland Dulan
e968,Andrews University,Loma Linda University,Undirected,1,2009,Robert E. Lemon,Robert E. Lemon
e969,Andrews University,Loma Linda University,Undirected,1,2009,Matthew Bediako,Matthew Bediako
e970,Boston College,Loyola Marymount University,Undirected,1,2009,"Rev. Robert B. Lawton, S.J","Rev. Robert B. Lawton, S.J"
e971,Boston College,Loyola University Chicago,Undirected,1,2009,"Rev. Bradley M. Schaeffer, S.J,","Rev. Bradley M. Schaeffer, S.J"
e972,Georgetown University,Loyola University Chicago,Undirected,1,2009,"Rev. Bradley M. Schaeffer, S.J","Rev. Bradley M. Schaeffer, S.J"
e973,Fordham University,Loyola University Chicago,Undirected,1,2009,"Michael J. Garanzini, S.J","Michael J. Garanzini, S.J,"
e974,Boston College,Marquette University,Undirected,1,2009,"Rev. Douglas W. Marcouiller, S.J.","Rev. Douglas W. Marcouiller, S.J"
e975,Loyola University Chicago,Marquette University,Undirected,1,2009,Cherryl T. Thomas,Cherryl T. Thomas
e976,California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2009,Gordon M. Binder,Gordon M. Binder
e977,Howard University,Massachusetts Institute Of Technology,Undirected,1,2009,John A. Thain,John A. Thain
e978,Cornell University,Massachusetts Institute Of Technology,Undirected,1,2009,Martin Y. Tang,Martin Y. Tang
e979,Florida State University,Mercer University,Undirected,1,2009,William Andrew Haggard,William Andrew Haggard
e980,Massachusetts Institute Of Technology,New School,Undirected,1,2009,Robert B. Millard,Robert B. Millard
e981,Cornell University,New School,Undirected,1,2009,Paul A. Gould,Paul A. Gould
e982,Florida State University,New School,Undirected,1,2009,David B. Ford,David B. Ford
e983,Brandeis University,New York University,Undirected,1,2009,Michael H. Steinhardt,Michael H. Steinhardt
e984,Georgetown University,New York University,Undirected,1,2009,William R. Berkley,William R. Berkley
e985,New School,New York University,Undirected,1,2009,William D. Zabel,William D. Zabel
e986,Indiana University Of Pennsylvania,North Dakota State University,Undirected,1,2009,James C. Miller,James C. Miller
e987,Loyola University Chicago,Northwestern University,Undirected,1,2009,"William M. ""Bill"" Daley.","William M. ""Bill"" Daley"
e988,Brandeis University,Ohio State University,Undirected,1,2009,Ronald A. Ratner,Ronald A. Ratner
e989,California Institute Of Technology,Princeton University,Undirected,1,2009,John D. Diekman,John D. Diekman
e990,Baylor College Of Medicine,Rice University,Undirected,1,2009,Robert Theron Brockman,Robert Theron Brockman
e991,Brandeis University,Rockefeller University,Undirected,1,2009,Thomas H. Lee,Thomas H. Lee
e992,Brown University,Rockefeller University,Undirected,1,2009,Karen M. Levy,Karen M. Levy
e993,Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2009,James H. Simons,James H. Simons
e994,Johns Hopkins University,Rockefeller University,Undirected,1,2009,David H. Koch,David H. Koch
e995,Georgetown University,Saint Louis University,Undirected,1,2009,"Rev. Robert L. ""Bob"" Niehoff, S.J.","Rev. Robert L. ""Bob"" Niehoff, s.J."
e996,Catholic University Of America,Seton Hall University,Undirected,1,2009,The Most Reverend John J. Myers,The Most Reverend John J. Myers
e997,Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2009,Linda S. Sanford,Linda S. Sanford
e998,Catholic University Of America,St Johns University,Undirected,1,2009,"The Very Reverend David M. O'Connell, CM","The Very Reverend David M. O'Connell, CM"
e999,Rockefeller University,Stanford University,Undirected,1,2009,Robert Muse Bass,Robert Muse Bass
e1000,Rice University,Stanford University,Undirected,1,2009,Bruce W. Dunlevie,Bruce W. Dunlevie
e1001,Rochester Institute Of Technology,Syracuse University,Undirected,1,2009,"Thomas C. Wilmot, Sr","Thomas C. Wilmot, Sr"
e1002,Syracuse University,Temple University,Undirected,1,2009,Theodore A. McKee,Theodore A. McKee
e1003,Pennsylvania State University,Thomas Jefferson University,Undirected,1,2009,Ira M. Lubert,Ira M. Lubert
e1004,Drexel University,Thomas Jefferson University,Undirected,1,2009,Jeffrey P. Orleans,Jeffrey P. Orleans
e1005,Brown University,Tufts University,Undirected,1,2009,Martin J. Granoff,Martin J. Granoff
e1006,Tufts University,University Of Chicago,Undirected,1,2009,"Joseph L. ""Joe"" Neubauer","Joseph L. ""Joe"" Neubauer"
e1007,Duke University,University Of Chicago,Undirected,1,2009,David M. Rubenstein,David M. Rubenstein
e1008,Johns Hopkins University,University Of Chicago,Undirected,1,2009,David M. Rubenstein,David M. Rubenstein
e1009,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2009,Craig J. Duchossois,Craig J. Duchossois
e1010,Princeton University,University Of Chicago,Undirected,1,2009,Dennis J. Keller,Dennis J. Keller
e1011,Illinois Institute Of Technology,University Of Connecticut,Undirected,1,2009,John W. Rowe,John W. Rowe
e1012,Tufts University,University Of New Mexico,Undirected,1,2009,"William B. ""Bill"" Richardson","William B. ""Bill"" Richardson"
e1013,Creighton University,University Of Notre Dame,Undirected,1,2009,Kenneth E. Stinson,Kenneth E. Stinson
e1014,Oklahoma State University,University Of Oklahoma,Undirected,1,2009,John Massey,John Massey
e1015,Oklahoma State University,University Of Oklahoma,Undirected,1,2009,Cheryl P. Hunter,Cheryl P. Hunter
e1016,Oklahoma State University,University Of Oklahoma,Undirected,1,2009,Glen D. Johnson,Glen D. Johnson
e1017,Oklahoma State University,University Of Oklahoma,Undirected,1,2009,"Bill W. Burgess, Jr","Bill W. Burgess, Jr"
e1018,Oklahoma State University,University Of Oklahoma,Undirected,1,2009,Julie Carson,Julie Carson
e1019,Oklahoma State University,University Of Oklahoma,Undirected,1,2009,"Marlin ""Ike"" Glass, Jr","Marlin ""Ike"" Glass, Jr."
e1020,Oklahoma State University,University Of Oklahoma,Undirected,1,2009,James D. Harrel,James D. Harrel
e1021,Pennsylvania State University,University Of Pennsylvania,Undirected,1,2009,Edward G. Rendell,Edward G. Rendell
e1022,Rockefeller University,University Of Pennsylvania,Undirected,1,2009,Christopher H. Browne,Christopher H. Browne
e1023,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2009,Luke Ravenstahl,Luke Ravenstahl
e1024,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2009,Edward G. Rendell,Edward G. Rendell
e1025,University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2009,Edward G. Rendell,Edward G. Rendell
e1026,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2009,Gerald L. Zahorchak,Gerald L. Zahorchak
e1027,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2009,William S. Dietrich II,William S. Dietrich II
e1028,Cornell University,University Of Southern California,Undirected,1,2009,Ratan N. Tata,Ratan N. Tata
e1029,California Institute Of Technology,University Of Southern California,Undirected,1,2009,David L. Lee,David L. Lee
e1030,Georgetown University,University Of St Thomas Minnesota,Undirected,1,2009,John J. Fauth IV,John J. Fauth IV
e1031,Catholic University Of America,University Of St Thomas Minnesota,Undirected,1,2009,The Most Reverend Harry J. Flynn,The Most Reverend Harry J. Flynn
e1032,Seton Hall University,University Of St Thomas Minnesota,Undirected,1,2009,Antoine M. Garibaldi,Antoine M. Garibaldi
e1033,University Of Utah,Utah State University,Undirected,1,2009,"Jerry C. Atkin, CPA","Jerry C. Atkin, CPA"
e1034,University Of Utah,Utah State University,Undirected,1,2009,Janet A. Cannon,Janet A. Cannon
e1035,University Of Utah,Utah State University,Undirected,1,2009,Rosanita Cespedes,Rosanita Cespedes
e1036,University Of Utah,Utah State University,Undirected,1,2009,Rev. France A. Davis,Rev. France A. Davis
e1037,University Of Utah,Utah State University,Undirected,1,2009,Katharine Bagley Garff,Katharine Bagley Garff
e1038,University Of Utah,Utah State University,Undirected,1,2009,Greg W. Haws,Greg W. Haws
e1039,University Of Utah,Utah State University,Undirected,1,2009,Meghan Holbrook,Meghan Holbrook
e1040,University Of Utah,Utah State University,Undirected,1,2009,Anthony W. Morgan,Anthony W. Morgan
e1041,University Of Utah,Utah State University,Undirected,1,2009,Nolan E. Karras,Nolan E. Karras
e1042,University Of Utah,Utah State University,Undirected,1,2009,Basim Motiwala,Basim Motiwala
e1043,University Of Utah,Utah State University,Undirected,1,2009,Marion O. Snow,Marion O. Snow
e1044,University Of Utah,Utah State University,Undirected,1,2009,Teresa L. Theurer,Teresa L. Theurer
e1045,University Of Utah,Utah State University,Undirected,1,2009,Joel D. Wright,Joel D. Wright
e1046,University Of Utah,Utah State University,Undirected,1,2009,John H. Zenger,John H. Zenger
e1047,University Of Utah,Utah State University,Undirected,1,2009,David J. Jordan,David J. Jordan
e1048,University Of Utah,Utah State University,Undirected,1,2009,Bonnie Jean Beesley,Bonnie Jean Beesley
e1049,University Of Utah,Utah State University,Undirected,1,2009,Jed H. Pitcher,Jed H. Pitcher
e1050,New York University,Vanderbilt University,Undirected,1,2009,Catherine B. Reynolds,Catherine B. Reynolds
e1051,University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2009,"Rev. Edward A. Malloy, CSC","Rev. Edward A. Malloy, CSC"
e1052,University Of Connecticut,Yale University,Undirected,1,2009,M. Jodi Rell,M. Jodi Rell
e1053,Massachusetts Institute Of Technology,Yale University,Undirected,1,2009,Margaret H. Marshall,Margaret H. Marshall
e1054,Columbia University,Yeshiva University,Undirected,1,2009,Ruth L. Gottesman,Ruth L. Gottesman
e1055,Hofstra University,Yeshiva University,Undirected,1,2009,Bernard L. Madoff,Bernard L. Madoff
e1056,Brown University,Howard University,Undirected,1,2009,Ruth J. Simmons,Ruth J. Simmons
e1057,California Institute Of Technology,Harvard University,Undirected,1,2009,James F. Rothenberg,James F. Rothenberg
e1058,Johns Hopkins University,Loyola Marymount University,Undirected,1,2009,Robert J. Abernethy,Robert J. Abernethy
e1059,Loyola Marymount University,University Of Notre Dame,Undirected,1,2009,"Thomas E. Larkin, Jr.","Thomas E. Larkin, Jr."
e1060,Loyola Marymount University,University Of Southern California,Undirected,1,2009,Kathleen L. McCarthy,Kathleen L. McCarthy
e1061,Loyola Marymount University,University Of San Diego,Undirected,1,2009,Liam E. McGee,Liam E. McGee
e1062,Loyola Marymount University,University Of Southern California,Undirected,1,2009,Joan A. Payden,Joan A. Payden
e1063,Loyola Marymount University,University Of Southern California,Undirected,1,2009,"Edward P. Roski, Jr","Edward P. Roski, Jr"
e1064,Columbia University,New Jersey Institute Of Technology,Undirected,1,2009,Cory A. Booker,Cory A. Booker
e1065,New Jersey Institute Of Technology,Princeton University,Undirected,1,2009,Jon S. Corzine,Jon S. Corzine
e1066,Catholic University Of America,Seton Hall University,Undirected,1,2009,The Most Reverend Aurthur J. Serratelli,The Most Reverend Aurthur J. Serratelli
e1067,Baylor College Of Medicine,Baylor University,Undirected,1,2011,"William K. Robbins, Jr",William K. Robbins
e1068,Brandeis University,Cornell University,Undirected,1,2011,Barton J. Winokur,Barton J. Winokur
e1069,Clark Atlanta University,Emory University,Undirected,1,2011,B. Michael Watson,B. Michael Watson
e1070,Catholic University Of America,Fordham University,Undirected,1,2011,Mark H. Tuohey III,Mark H. Tuohey III
e1071,Boston College,Fordham University,Undirected,1,2011,"Thomas J. ""T. J."" Maloney","Thomas J. ""T. J."" Maloney"
e1072,California Institute Of Technology,Harvard University,Undirected,1,2011,James F. Rothenberg,James F. Rothenberg
e1073,Duke University,Johns Hopkins University,Undirected,1,2011,David M. Rubenstein,David M. Rubenstein
e1074,Andrews University,Loma Linda University,Undirected,1,2011,Robert E. Lemon,Robert E. Lemon
e1075,Boston College,Loyola University Chicago,Undirected,1,2011,"Rev. Bradley M. Schaeffer, S.J.","Rev. Bradley M. Schaeffer, S.J"
e1076,Fordham University,Loyola University Chicago,Undirected,1,2011,"Rev. Michael J. Garanzini, S.J.","Rev. Michael J. Garanzini, S.J"
e1077,Boston College,Marquette University,Undirected,1,2011,"Rev. Scott R. Pilarz, S.J.","Rev. Scott R. Pilarz, S.J"
e1078,Boston University,Massachusetts Institute Of Technology,Undirected,1,2011,"Cleve L. Killingsworth, Jr","Cleve L. Killingsworth, Jr."
e1079,Fordham University,New School,Undirected,1,2011,Lilian Shiao-Yen Wu,Lilian Shiao-Yen Wu
e1080,Cornell University,New School,Undirected,1,2011,Paul A. Gould,Paul A. Gould
e1081,Massachusetts Institute Of Technology,New School,Undirected,1,2011,Robert B. Millard.,Robert B. Millard
e1082,Howard University,New School,Undirected,1,2011,Sheila C. Johnson,Sheila C. Johnson
e1083,Brandeis University,New York University,Undirected,1,2011,Michael H. Steinhardt,Michael H. Steinhardt
e1084,New School,New York University,Undirected,1,2011,William D. Zabel,William D. Zabel
e1085,George Washington University,Northeastern University,Undirected,1,2011,Ellen M. Zane,Ellen M. Zane
e1086,Illinois Institute Of Technology,Northwestern University,Undirected,1,2011,A. Steven Crown,A. Steven Crown
e1087,Fordham University,Northwestern University,Undirected,1,2011,Dennis J. FitzSimons,Dennis J. FitzSimons
e1088,New York University,Polytechnic Institute Of New York University,Undirected,1,2011,Jeffrey H. Lynford,Jeffrey H. Lynford
