AffiliationId,Institution,StateSystem
157725225,University of Illinois at Urbana-Champaign,University of Illinois System
135191193,University of Indianapolis,
126307644,University of Iowa,Iowa Board of Regents
146416000,University of Kansas,Kansas Board of Regents
143302722,University of Kentucky,
708430,University of La Verne,
2799628689,University of Louisiana System,University of Louisiana System
152158401,Grambling State University,University of Louisiana System
152158401,Gambling State University,University of Louisiana System
919208787,Louisiana Tech University,University of Louisiana System
172951950,McNeese State University,University of Louisiana System
47209331,Nicholls State University,University of Louisiana System
157717896,Northwestern State University,University of Louisiana System
157717896,Northwestern State University of Louisiana,University of Louisiana System
197173980,Southeastern Louisiana University,University of Louisiana System
79516672,University of Louisiana Lafayette,University of Louisiana System
79516672,University of Louisiana at Lafayette,University of Louisiana System
79516672,University of Southwestern Louisiana,University of Louisiana System
79516672,University of Louisiana,University of Louisiana System
71730758,University of Louisiana at Monroe,University of Louisiana System
71730758,University of Louisiana Monroe,University of Louisiana System
71730758,Northeast Louisiana University,University of Louisiana System
142740786,University of Louisville,
2802397601,University of Maine System,University of Maine System
7947594,University of Maine,University of Maine System
7947594,University of Maine (Orono),University of Maine System
7947594,University of Maine Orono,University of Maine System
91492222,University of Maine at Augusta,University of Maine System
198006653,University of Maine at Farmington,University of Maine System
215168068,University of Maine at Fort Kent,University of Maine System
174836887,University of Maine at Machias,University of Maine System
160136153,University of Maine at Presque Isle,University of Maine System
73443619,University of Southern Maine,University of Maine System
191484440,University of Mary Washington,
191484440,Mary Washington College,
88225094,Marylhurst University,
88225094,Marylhurst College,
2802841742,University of Massachusetts System,University of Massachusetts System
24603500,University of Massachusetts Amherst,University of Massachusetts System
24603500,University of Massachusetts at Amherst,University of Massachusetts System
33434090,University of Massachusetts Boston,University of Massachusetts System
33434090,University of Massachusetts at Boston,University of Massachusetts System
100633361,University of Massachusetts Dartmouth,University of Massachusetts System
100633361,University of Massachusetts at Dartmouth,University of Massachusetts System
133738476,University of Massachusetts Lowell,University of Massachusetts System
133738476,University of Massachusetts at Lowell,University of Massachusetts System
166722992,University of Massachusetts Chan Medical School,University of Massachusetts System
166722992,University of Massachusetts Worcester,University of Massachusetts System
166722992,University of Massachusetts at Worcester,University of Massachusetts System
94658018,University of Memphis,Tennessee Board of Regents
145608581,University of Miami,
27837315,University of Michigan,
27837315,University of Michigan–Ann Arbor,
27837315,University of Michigan Ann Arbor,
4210130704,University of Michigan–Dearborn,
4210130704,University of Michigan Dearborn,
4210092198,University of Michigan–Flint,
4210092198,University of Michigan Flint,
2800403580,University of Minnesota System,University of Minnesota System
130238516,University of Minnesota,University of Minnesota System
130238516,"University of Minnesota, Twin Cities",University of Minnesota System
4210159608,University of Minnesota Crookston,University of Minnesota System
4210159608,"University of Minnesota, Crookston",University of Minnesota System
4210115145,"University of Minnesota, Duluth",University of Minnesota System
4210162301,University of Minnesota Morris,University of Minnesota System
4210162301,"University of Minnesota, Morris",University of Minnesota System
4777552,University of Missouri System,University of Missouri System
76835614,University of Missouri,University of Missouri System
76835614,"University of Missouri, Columbia",University of Missouri System
75421653,University of Missouri–Kansas City,University of Missouri System
75421653,University of Missouri Kansas City,University of Missouri System
20382870,Missouri University of Science and Technology,University of Missouri System
20382870,"University of Missouri, Rolla",University of Missouri System
208333798,University of Missouri–St. Louis,University of Missouri System
208333798,University of Missouri St Louis,University of Missouri System
2802450327,University of Nebraska System,University of Nebraska System
114395901,University of Nebraska–Lincoln,University of Nebraska System
114395901,University of Nebraska at Lincoln,University of Nebraska System
114395901,University of Nebraska Lincoln,University of Nebraska System
36486460,University of Nebraska at Kearney,University of Nebraska System
36486460,University of Nebraska Kearney,University of Nebraska System
122266389,University of Nebraska Omaha,University of Nebraska System
122266389,University of Nebraska at Omaha,University of Nebraska System
59130452,University of Nebraska Medical Center,University of Nebraska System
169521973,University of New Mexico,
4210158053,University of North Carolina System,University of North Carolina System
430192,Appalachian State University,University of North Carolina System
186335123,East Carolina University,University of North Carolina System
65399651,Elizabeth City State University,University of North Carolina System
184654094,Fayetteville State University,University of North Carolina System
35777872,North Carolina Agricultural and Technical State University,University of North Carolina System
123127086,North Carolina Central University,University of North Carolina System
2800023490,University of North Carolina School of the Arts,University of North Carolina System
2800023490,North Carolina School of the Arts,University of North Carolina System
137902535,North Carolina State University,University of North Carolina System
87097829,University of North Carolina at Asheville,University of North Carolina System
114027177,University of North Carolina at Chapel Hill,University of North Carolina System
102149020,University of North Carolina at Charlotte,University of North Carolina System
169335092,University of North Carolina at Greensboro,University of North Carolina System
3970613,University of North Carolina at Pembroke,University of North Carolina System
153901656,University of North Carolina Wilmington,University of North Carolina System
153901656,University of North Carolina at Wilmington,University of North Carolina System
103406327,Western Carolina University,University of North Carolina System
188405335,Winston-Salem State University,University of North Carolina System
11874761,University of North Florida,Florida State University System
2802090120,University of North Texas System,University of North Texas System
123534392,University of North Texas,University of North Texas System
87573096,University of North Texas at Dallas,University of North Texas System
87573096,University of North Texas Dallas Campus,University of North Texas System
165139151,University of North Texas Health Science Center,University of North Texas System
165139151,University of North Texas Health Sciences Center at Forth Worth,University of North Texas System
71966907,University of Northern Colorado,
119234918,University of Northern Iowa,Iowa Board of Regents
107639228,University of Notre Dame,
8692664,University of Oklahoma,Oklahoma State System
79576946,University of Pennsylvania,
170201317,University of Pittsburgh,
71578702,University of Portland,
146552867,University of Puget Sound,
193054373,University of Redlands,
17626003,University of Rhode Island,
158012942,University of Richmond,
5388228,University of Rochester,
130799901,University of St. Thomas - Texas,
130799901,University of St. Thomas Texas,
161515732,University of St. Thomas - Minnesota,
161515732,University of St. Thomas Minnesota,
160856358,University of San Diego,
76766440,University of San Francisco,
124113063,University of Scranton,
124113063,Scranton University,
83809506,University of South Alabama,
155781252,University of South Carolina,
189957204,University of South Dakota,South Dakota University System
2613432,University of South Florida,Florida State University System
1174212,University of Southern California,
2799495847,University of Tennessee System,University of Tennessee System
177097968,University of Tennessee at Chattanooga,University of Tennessee System
75027704,University of Tennessee at Knoxville,University of Tennessee System
109963312,University of Tennessee at Martin,University of Tennessee System
160606119,University of Tennessee at Memphis,University of Tennessee System
160606119,University of Tennessee Health Science Center,University of Tennessee System
16452829,University of Texas System,University of Texas System
189196454,University of Texas at Arlington,University of Texas System
86519309,University of Texas at Austin,University of Texas System
2802326326,University of Texas Rio Grande Valley,University of Texas System
2802326326,University of Texas at Brownsville/Texas Southmost College,University of Texas System
162577319,University of Texas at Dallas,University of Texas System
164936912,University of Texas at El Paso,University of Texas System
164936912,University of Texas at EI Paso,University of Texas System
,University of Texas-Pan American,University of Texas System
,University of Texas Pan American,University of Texas System
114580094,University of Texas of the Permian Basin,University of Texas System
45438204,University of Texas at San Antonio,University of Texas System
221716585,University of Texas at Tyler,University of Texas System
4210094379,University of Texas Health Science Center at Dallas,University of Texas System
4210094379,University of Texas Southwestern Medical Center at Dallas,University of Texas System
919571938,University of Texas Health Science Center at Houston,University of Texas System
165951966,The University of Texas Health Science Center at San Antonio,University of Texas System
165951966,University of Texas Health Science Center at San Antonio,University of Texas System
55302922,University of Texas Medical Branch at Galveston,University of Texas System
54166199,University of the Incarnate Word,
119942576,University of the Pacific,
145423581,Sewanee: The University of the South,
145423581,University of the South,
90871651,University of Toledo,University System of Ohio
87208437,University of Tulsa,
223532165,University of Utah,Utah University System
111236770,University of Vermont,
51556381,University of Virginia,
201448701,University of Washington,
83683471,University of West Florida,Florida State University System
1304256225,University of Wisconsin System,University of Wisconsin System
124727415,University of Wisconsin–Eau Claire,University of Wisconsin System
124727415,University of Wisconsin Eau Claire,University of Wisconsin System
129510320,University of Wisconsin–Green Bay,University of Wisconsin System
129510320,University of Wisconsin Green Bay,University of Wisconsin System
4657992,University of Wisconsin–La Crosse,University of Wisconsin System
4657992,University of Wisconsin La Crosse,University of Wisconsin System
135310074,University of Wisconsin–Madison,University of Wisconsin System
135310074,University of Wisconsin Madison,University of Wisconsin System
43579087,University of Wisconsin–Milwaukee,University of Wisconsin System
43579087,University of Wisconsin Milwaukee,University of Wisconsin System
64185308,University of Wisconsin–Oshkosh,University of Wisconsin System
64185308,University of Wisconsin Oshkosh,University of Wisconsin System
183437572,University of Wisconsin–Parkside,University of Wisconsin System
183437572,University of Wisconsin Parkside,University of Wisconsin System
1745920,University of Wisconsin–Platteville,University of Wisconsin System
1745920,University of Wisconsin Platteville,University of Wisconsin System
14403649,University of Wisconsin–River Falls,University of Wisconsin System
14403649,University of Wisconsin River Falls,University of Wisconsin System
191114373,University of Wisconsin–Stevens Point,University of Wisconsin System
191114373,University of Wisconsin Stevens Point,University of Wisconsin System
1921588,University of Wisconsin–Stout,University of Wisconsin System
1921588,University of Wisconsin Stout,University of Wisconsin System
61567134,University of Wisconsin–Superior,University of Wisconsin System
61567134,University of Wisconsin Superior,University of Wisconsin System
183533211,University of Wisconsin–Whitewater,University of Wisconsin System
183533211,University of Wisconsin Whitewater,University of Wisconsin System
12834331,University of Wyoming,
1289702989,University System of Georgia,University System of Georgia
25041050,Augusta University,University System of Georgia
25041050,Augusta State University,University System of Georgia
130701444,Georgia Institute of Technology,University System of Georgia
39815113,Georgia Southern University,University System of Georgia
130075709,Georgia Southwestern State University,University System of Georgia
181565077,Georgia State University,University System of Georgia
172980758,Kennesaw State University,University System of Georgia
2,Medical College of Georgia,University System of Georgia
924760719,University of North Georgia,University System of Georgia
924760719,North Georgia College & State University,University System of Georgia
924760719,North Georgia College and State University,University System of Georgia
206426949,Southern Polytechnic State University,University System of Georgia
5950314,State University of West Georgia,University System of Georgia
5950314,University of West Georgia,University System of Georgia
165733156,University of Georgia,University System of Georgia
1317227900,University System of Maryland,University System of Maryland
324100,Bowie State University,University System of Maryland
47500952,Coppin State University,University System of Maryland
47500952,Coppin State College,University System of Maryland
152830075,Frostburg State University,University System of Maryland
9364636,Salisbury University,University System of Maryland
9364636,Salisbury State University,University System of Maryland
4322298,Towson University,University System of Maryland
6059380,University of Baltimore,University System of Maryland
126744593,"University of Maryland, Baltimore",University System of Maryland
79272384,"University of Maryland, Baltimore County",University System of Maryland
66946132,"University of Maryland, College Park",University System of Maryland
22407884,University of Maryland Eastern Shore,University System of Maryland
22407884,"University of Maryland, Eastern Shore",University System of Maryland
4210107443,University of Maryland Global Campus,University System of Maryland
4210107443,University of Maryland University College,University System of Maryland
2800453862,University System of New Hampshire,University System of New Hampshire
161057412,University of New Hampshire,University System of New Hampshire
161057412,University of New Hampshire Durham,University System of New Hampshire
150638750,Keene State College,University System of New Hampshire
89312276,Plymouth State University,University System of New Hampshire
89312276,Plymouth State College,University System of New Hampshire
179093154,University of New Hampshire at Manchester,University System of New Hampshire
179093154,University of New Hampshire-Manchester,University System of New Hampshire
179093154,"University of New Hampshire, Manchester",University System of New Hampshire
121980950,Utah State University,Utah University System
149744451,Valparaiso University,
200719446,Vanderbilt University,
126820664,Vassar College,
7863295,Villanova University,
184840846,Virginia Commonwealth University,
185641255,Virginia Military Institute,
859038795,Virginia Tech,
859038795,Virginia Polytechnic Institute and State University,
24511612,Wabash College,
47251452,Wake Forest University,
28527212,Washington and Jefferson College,
28527212,Washington & Jefferson College,
184889055,Washington and Lee University,
72951846,Washington State University,
204465549,Washington University in St. Louis,
204465549,Washington University,
4210135078,Washington University Medical Center,
185443292,Wayne State University,
119261591,Weber State University,Utah University System
189731429,Wellesley College,
100538780,Wesleyan University,
12097938,West Virginia University,
45013219,West Virginia Wesleyan College,
94339441,Western Kentucky University,
141649380,Western Michigan University,
52669646,Western Washington University,
156220630,Westminster College-Utah,
156220630,Westminster College,
53618229,Wheaton College-Massachusetts,
73236664,Wheaton College-Illinois,
18283598,Wheeling Jesuit University,
138943879,Whitman College,
168046917,Whitworth University,
168046917,Whitworth College,
39587148,Wichita State University,Kansas Board of Regents
138659443,Widener University,
141670070,Willamette University,
22675022,Williams College,
169086405,Winthrop University,
18860807,Wittenberg College,
18860807,Wittenberg University,
130905186,Wofford College,
107077323,Worcester Polytechnic Institute,
19648265,Wright State University,University System of Ohio
194120229,Xavier University,
169251466,Xavier University of Louisiana,
32971472,Yale University,
19772626,Yeshiva University,
19772626,Yeshiva College,
